,won
33123,0
15074,0
27970,0
55700,0
74811,0
42267,0
58946,0
5895,0
71643,0
10549,0
46315,0
4030,0
60467,0
346,1
49750,0
50172,0
59645,0
71537,0
13313,0
11864,0
32138,1
612,0
34093,0
56304,1
74586,0
65634,1
23854,0
44024,0
55125,0
62145,0
52510,0
26850,0
65558,0
294,0
2381,0
26664,0
65325,0
32000,0
20295,0
10329,0
50960,0
74291,0
25018,0
46148,0
61911,0
56341,0
71619,0
60953,0
66239,0
12969,0
2805,0
39339,0
74036,0
56972,0
64352,0
61762,0
34141,0
6048,0
6599,0
47633,0
35272,0
71538,0
44637,0
33929,0
45355,0
54416,0
474,0
50169,0
70184,0
2445,1
41822,0
12674,0
36219,0
3739,0
51365,0
58340,0
52025,0
28212,0
24783,0
31926,0
25373,0
28023,0
24756,0
18204,0
51391,0
1516,1
50965,0
27863,1
61326,0
6782,0
62599,0
24709,0
18652,0
31298,0
62631,0
15988,0
11312,1
12974,0
73263,0
17035,0
35900,0
56472,1
52020,0
58252,1
8295,0
3751,0
14938,0
31698,0
11819,1
42084,0
9678,1
13519,0
5129,0
53708,0
5307,0
1287,0
26588,0
49870,0
76516,0
2745,0
48039,0
41582,0
19980,1
42426,0
55485,0
44565,0
4256,0
63833,0
21393,0
73869,0
58837,0
25397,1
13969,0
70556,1
45136,0
76235,0
19759,0
459,0
55422,0
5318,0
58406,0
70156,0
72969,0
35713,0
71736,0
13400,0
19525,0
63149,0
23576,0
29148,1
57090,0
67416,0
61459,0
39198,0
22531,0
5333,0
35909,0
11597,1
35684,0
5487,0
62655,0
57586,0
73641,0
67363,0
63131,0
70584,0
64293,0
5698,0
32634,0
46868,0
58776,0
26234,0
65052,1
54452,0
73859,0
38137,0
17232,0
2403,0
76007,0
29230,0
66559,0
50458,0
6431,1
61324,0
32164,0
28532,0
73306,0
44963,0
54593,0
42272,0
75983,0
49122,0
42090,0
50661,0
29915,0
41111,0
76435,0
50252,0
70453,0
12393,0
48728,0
35338,0
41208,0
47945,0
50570,0
38316,0
46423,0
5332,1
34471,0
8524,1
6802,0
21172,0
69413,0
17473,0
13570,0
18197,0
75734,1
59871,0
55984,1
70070,1
49223,0
10260,0
70825,0
54975,0
4088,0
19787,0
41108,0
28004,0
44599,0
54267,0
71157,0
45714,0
18601,0
67697,0
51042,0
45109,0
57939,0
7485,0
110,0
29775,0
25223,0
34474,0
36416,0
67746,0
21589,0
43767,0
9933,1
68674,0
49268,0
17551,0
22714,0
12472,0
38205,0
64890,0
39503,0
1498,0
4933,0
26861,0
28656,0
44988,0
63331,1
68219,0
63134,0
10831,0
19740,0
72399,0
413,0
1935,0
24912,0
33241,0
24069,0
64358,0
10140,0
15937,0
5385,0
762,0
19233,0
38545,0
31220,0
3254,1
15984,0
8000,0
56729,0
48683,0
24774,0
5553,0
58927,0
26539,0
22750,0
24541,0
50554,0
61240,0
52599,0
64077,0
48325,0
71291,0
61297,0
45620,1
13558,0
30466,0
31330,0
51333,0
40433,0
44562,0
16730,0
32064,1
11588,0
29201,0
44751,0
47124,0
30836,0
34920,0
71416,0
69619,0
12042,0
50703,0
35169,0
55866,0
57267,0
19421,0
39122,0
23063,0
54035,0
7490,0
76091,0
71779,0
55195,1
32057,0
43177,0
66312,0
72404,1
20288,0
54262,0
24853,0
61399,0
35090,0
32610,0
37409,0
20740,0
30507,0
10658,0
67972,0
20638,0
58966,0
22978,1
44469,0
32867,0
19964,1
16651,0
9041,0
32697,0
65499,0
54683,0
47674,0
42134,0
39887,0
14916,0
60793,0
5381,0
18789,0
16798,0
27952,0
32660,0
74261,0
41967,0
23623,0
71947,0
31223,0
61457,0
42718,0
37181,0
74597,0
39289,0
15921,0
21783,0
58913,1
33572,0
38931,0
68181,0
27557,0
12461,0
11205,0
10572,0
52190,0
66117,0
668,0
51306,0
75169,0
35974,0
55825,0
74061,0
43077,0
53692,0
48650,0
55106,0
45132,0
38293,0
53628,0
62195,0
61837,0
71288,0
44419,0
11567,0
75086,0
34528,0
74595,0
73268,0
13675,0
15287,0
37022,0
20275,0
52376,0
50371,0
70590,0
58197,0
45917,0
40635,0
70348,0
53287,0
6841,0
21475,0
5551,0
916,0
63070,0
5761,0
17400,0
51907,0
20494,0
23582,0
18775,0
76614,0
46940,0
21738,0
2171,0
28515,0
6403,0
23462,0
26068,0
3495,0
10509,0
56717,0
16987,0
50037,0
32943,0
26516,0
19557,0
23067,0
76338,0
27150,0
38438,1
26035,0
74620,0
55749,0
38807,0
70430,0
75849,0
21506,0
8800,0
20485,0
30875,0
67688,0
11607,0
31579,0
74684,0
70548,0
58059,0
49157,0
13098,0
56361,0
63172,0
69046,0
45203,0
6190,0
7334,0
73444,1
6596,0
8782,0
56067,0
64581,0
23457,0
62932,0
44264,0
34446,0
62793,0
30747,1
75128,0
51521,0
29777,0
23913,0
56080,0
31534,0
55251,0
48888,0
32900,0
42161,0
29113,0
29776,0
68281,1
62723,0
52864,0
17146,0
9204,0
46509,0
5155,0
31928,0
72510,0
31062,0
76431,0
32585,0
21550,0
11711,0
36615,0
73434,0
22090,0
40714,0
63141,0
42157,1
50514,0
55574,0
36772,0
38749,1
33900,0
68092,0
12952,0
58471,1
69623,0
59714,0
57392,0
10970,1
35439,0
34404,0
62498,1
45609,0
32919,0
2078,0
17127,0
38670,0
13977,0
6362,0
36711,0
20019,0
2279,0
75123,1
76574,0
31377,0
16036,0
42004,0
39761,0
8106,0
68722,0
38023,0
25218,0
66596,0
16763,0
9298,0
30191,0
56270,1
21483,0
63314,0
34441,0
63664,1
73383,0
16633,0
11918,1
46752,0
5400,0
1531,0
20209,0
65038,0
69477,0
57553,0
50994,1
53675,0
16511,0
38484,0
45816,0
69740,0
3920,1
64700,0
21950,1
61488,0
6842,0
58347,0
2276,0
28476,0
5601,0
19122,0
37282,0
76437,0
35364,0
6046,0
72837,0
145,0
48739,1
26117,0
32839,0
75266,0
7815,0
13139,0
3867,1
34406,0
48468,0
58762,0
61430,0
1710,0
54597,0
15769,1
326,0
71670,0
28346,1
51909,0
58790,0
8061,0
2463,0
8973,0
30912,0
12065,0
8801,0
19887,0
43574,0
1001,0
16743,0
42461,0
21043,0
31469,0
63014,0
32809,0
59172,0
19734,0
33902,0
39523,0
15226,0
69773,0
32494,0
45050,0
71599,1
17136,1
64493,0
56345,0
32562,0
38393,0
32065,0
14883,0
24416,0
56281,0
30581,0
16533,1
886,0
57792,0
51259,0
54920,0
18236,0
44736,0
3598,0
75306,0
60100,0
71605,0
38992,0
76343,0
36866,0
47126,0
57647,0
65607,0
28693,0
22022,0
577,0
3936,0
74354,0
25628,0
53921,0
35965,0
22057,0
11153,0
38633,0
51045,0
45811,0
73559,0
31604,0
55228,0
59301,0
31467,0
37151,0
63969,0
32392,0
64372,0
34031,0
33955,0
60838,0
42599,0
57795,0
33191,0
1185,0
55992,0
58972,0
13210,0
12081,0
19365,0
28059,0
57195,0
68069,0
23507,0
19051,0
4195,0
21396,1
29620,0
74476,0
70971,0
19732,0
44365,1
21095,0
37598,0
27658,0
20076,0
57927,0
29687,0
49542,0
46630,0
988,0
49631,1
13171,0
15291,0
2394,0
58013,0
16653,0
59539,0
13205,0
5808,0
32498,0
57854,0
554,0
990,0
50762,0
25802,0
7591,0
13292,0
2297,0
53800,0
19521,1
15775,0
23727,0
63677,0
14240,0
32515,0
50076,0
27037,0
2919,0
11221,0
21351,0
46621,0
11088,0
22975,0
32739,0
48952,1
882,0
74044,1
25448,0
65823,0
34333,0
60089,0
18295,0
73060,0
60414,0
60445,0
856,0
54796,0
27460,0
11234,0
72309,0
48234,0
69890,0
36476,1
69285,0
58833,0
62328,0
41587,0
5711,0
75164,0
14437,0
54228,0
49197,0
31085,0
39196,0
50915,0
11212,0
14242,0
58545,0
61969,0
16448,1
19666,0
1021,0
16310,0
3201,0
30042,0
18988,1
31659,0
8027,0
50958,0
25083,0
75514,0
16105,1
10297,0
16857,0
28530,0
61738,1
27719,0
12885,0
5882,0
41644,1
10076,1
48307,1
36483,0
64955,1
12090,0
12525,0
68447,0
42027,0
25477,0
47938,0
14936,0
55037,0
41020,0
27733,0
52137,0
17997,0
55434,0
45849,0
35471,0
1862,0
44298,0
60117,0
24169,0
29208,0
39775,0
32534,0
63602,0
29902,0
11768,0
17219,0
19414,0
8283,0
15298,0
23585,1
26206,0
26591,0
26950,1
56135,0
22941,0
28776,0
43888,0
21060,0
27236,0
68482,0
8348,0
28903,0
35975,0
3953,0
5048,0
11671,0
33090,0
31000,0
3327,0
4729,0
22770,1
3571,0
6208,0
18042,0
74663,0
19211,0
16951,0
25478,0
25737,0
27900,0
7069,0
19143,0
275,0
69892,0
40205,1
8939,0
9134,1
35213,0
65999,0
10091,0
8176,0
43031,0
66473,0
4459,0
20284,0
16660,0
39168,1
36582,0
76486,0
31552,0
41576,0
34445,1
1639,0
18657,0
27833,0
833,0
25794,0
40110,0
29688,0
16238,0
2080,0
70972,0
56405,0
3780,0
56547,0
38162,0
51622,0
65212,0
33904,1
42578,0
23037,0
33027,0
52669,0
65323,0
30768,0
13206,0
25741,0
24862,0
19157,0
52729,1
11099,0
15087,0
64910,0
45043,0
40316,0
58892,0
10361,0
42498,0
34371,0
49043,1
23512,0
23695,0
72762,0
26341,0
51321,0
37603,0
67544,0
6634,0
45411,1
50660,1
51694,0
44681,0
30686,0
30394,0
71229,0
10837,0
6928,0
45506,0
68640,0
2097,0
31262,0
19170,0
68046,0
64202,0
44725,0
5302,0
36944,0
10446,0
7636,0
35525,0
23021,0
70454,0
61952,0
59529,0
17191,1
9989,0
17056,0
62129,0
75557,0
4307,0
46609,0
61070,0
24960,0
61162,0
61573,0
20142,1
26339,0
23767,0
64658,0
72407,0
18599,0
50176,0
43172,0
70969,0
74557,0
40402,0
151,0
4344,0
41589,0
10967,0
38366,0
53168,0
72998,0
41966,0
10306,0
54265,0
9063,1
14952,0
47108,0
65898,0
69474,1
7814,0
63620,0
62343,0
76086,0
54087,0
74116,0
56575,0
1882,0
63901,0
73848,0
71408,0
64394,0
69535,0
65591,0
1383,0
12361,0
13996,0
32077,0
37113,0
49872,1
41990,0
1627,0
19513,0
1525,0
30835,0
8399,0
53466,0
11479,0
35384,0
7088,0
65556,0
27307,0
4752,0
50254,0
37323,0
72686,0
26661,0
42263,0
51565,0
60904,1
25892,0
49338,0
46329,0
75034,0
64912,0
35282,0
64758,0
40435,0
44802,0
10282,0
43893,0
24468,0
67797,0
3296,0
58634,0
68695,0
61852,0
73218,0
57473,0
53666,0
11919,0
14479,0
64200,0
46931,1
40082,0
1030,0
46345,0
40886,1
45417,0
49263,0
32668,0
48438,0
13676,0
23991,0
3882,0
3543,0
9670,0
39175,0
71623,0
21716,0
67525,0
58791,0
64896,0
4979,0
34989,0
39585,0
56356,1
15144,0
75199,0
29907,0
5162,0
31124,0
63333,0
19103,0
74479,0
56048,0
49562,0
63132,0
69929,0
68589,0
7801,0
68877,1
61789,0
4162,0
8793,0
48905,0
29485,0
42394,0
42304,0
43402,0
22053,0
38622,0
70520,0
68582,0
51051,0
23451,0
3115,0
38595,0
35524,0
69519,0
65600,0
32565,0
70473,0
50135,0
12852,0
31826,0
64851,0
20994,0
46703,0
38898,0
20478,0
70145,1
63975,0
67261,1
58019,1
13270,0
59482,0
28166,0
54752,0
48659,0
1948,0
15491,1
54456,0
59048,0
4387,0
18634,0
41750,0
63541,0
1616,0
69395,0
70271,0
1966,0
5854,0
25735,0
28407,0
25023,0
7880,0
8673,0
69863,0
55513,0
46759,0
24283,1
38629,0
74163,0
25723,0
1703,0
11958,0
59286,0
4457,0
20693,0
72711,0
42969,0
3504,0
15090,0
68997,0
74881,0
69972,0
4009,1
46614,0
39180,0
3163,0
72578,0
38172,0
37946,0
10845,0
44198,0
46431,0
18074,0
72089,0
51512,0
29386,0
75477,0
21773,0
11147,0
75916,0
38710,0
75555,0
25405,0
9907,0
30482,1
29115,0
29995,0
10578,0
17196,0
51819,0
7333,0
60535,0
56198,0
53824,0
45296,0
31137,0
15647,0
7370,0
43556,0
34826,0
74678,0
12274,0
45688,0
74569,0
680,0
47574,0
88,0
21929,0
4324,0
6205,0
10811,0
4976,0
11665,0
36620,0
68186,0
28952,0
5563,0
67910,0
60572,0
21559,0
49854,1
14889,0
40543,0
56305,0
34993,0
56201,1
53147,0
992,0
33464,0
26585,0
7320,0
27466,0
30760,0
28263,0
14681,0
46836,0
22285,0
12518,0
30901,1
28412,0
40668,0
74824,0
54714,0
38743,0
18548,0
63778,0
61074,0
11482,0
23781,0
25805,0
12845,0
66318,0
71183,0
34119,1
71611,0
59927,0
30398,0
32841,0
16768,1
15931,0
30083,0
1149,0
48951,0
44773,0
11562,0
64954,0
55593,0
15846,0
44758,0
1792,0
32177,0
50403,0
11086,0
30807,0
11077,0
29264,0
1210,0
7810,0
13190,0
32109,0
54876,0
62042,0
60166,0
36723,0
61167,0
3306,0
28835,0
43466,0
71606,0
57093,0
22513,1
60613,0
63961,0
21421,0
68521,0
72512,0
65355,0
38408,0
64252,0
68648,0
31747,0
48300,0
54688,0
69209,0
31987,1
1501,0
38401,0
2189,1
32402,0
57723,0
48953,0
72798,0
10546,0
62308,0
39636,1
35938,0
10687,0
4706,0
33954,0
3901,0
16315,0
1879,0
72527,0
56983,0
69423,0
46961,0
26528,0
24140,0
890,0
48246,0
14558,0
27499,0
851,0
35719,0
38742,0
21993,0
69537,1
3870,0
39558,0
67887,0
15943,0
57447,0
3607,0
70136,0
56376,0
73731,0
16872,1
50481,0
56911,0
47807,0
69342,0
25530,0
32413,0
10632,0
63862,0
13518,0
33256,1
72880,0
70932,0
20774,0
27559,0
64916,0
3824,1
44316,0
11689,0
18078,0
10122,0
54871,0
51582,0
14424,0
29624,1
54801,0
2300,0
50087,0
142,0
3428,0
4568,0
58531,0
65588,0
39286,0
69604,0
71150,0
15819,0
3628,0
25644,0
40562,0
51482,0
57598,0
24516,0
64628,0
9469,0
40628,0
18696,0
30448,0
12497,0
52961,0
44721,0
13388,0
40641,0
20768,0
33833,0
19345,0
74467,0
59556,0
29836,0
67507,0
70010,0
41487,0
29749,0
2475,0
61087,0
36348,0
63103,0
6474,0
34028,0
69629,0
75643,1
20039,0
73378,0
68892,0
55421,0
55266,0
48012,0
26366,0
35681,0
36100,0
60192,0
38494,0
46624,0
56381,1
17699,0
18778,0
55380,0
5,0
19161,0
61565,0
10899,0
76314,0
14642,0
74587,0
28283,0
26863,0
57862,0
41115,0
2283,0
8914,0
8910,0
63912,0
41575,0
22670,0
34569,1
4364,0
13051,0
30877,1
40713,0
26742,0
53892,0
49677,0
14130,0
32820,1
27889,0
13491,0
6667,0
36713,1
51233,1
36896,0
14946,0
41379,0
57733,0
37732,0
74556,0
57183,0
10655,0
23762,0
53493,0
2087,0
72269,1
37312,0
6983,0
15506,0
37774,0
2711,0
22793,0
37641,0
32956,0
43971,0
32784,0
27731,0
33124,0
22085,0
47875,0
37314,0
51314,0
24456,0
35980,0
4572,0
25146,0
23911,0
15003,0
46832,1
52488,0
26615,1
24121,0
27723,0
48869,0
62660,0
14221,0
56569,0
7491,1
50063,0
60224,0
14915,0
2398,0
75298,0
17231,1
53670,1
51298,0
40355,0
34673,0
52935,1
700,0
48201,1
54263,0
34103,0
6029,0
9986,0
29025,0
74559,0
18975,0
22135,0
59767,0
62610,0
4202,1
19320,0
38535,0
39043,1
4019,0
72254,0
25412,1
10269,0
35173,0
15214,0
40106,0
43020,0
68675,0
15154,0
41977,0
10766,0
15580,0
37513,0
73846,0
22372,0
46057,0
51644,0
68522,0
30475,1
72307,0
49066,0
44727,0
19225,1
66028,0
17951,0
3393,0
42139,0
33097,0
57682,0
36111,0
52139,0
40978,0
17225,0
2770,0
47698,0
23493,0
31661,0
56827,0
22564,0
21495,0
64465,0
41714,0
74626,0
23393,0
58650,0
41777,0
70747,0
11760,0
43469,0
35230,0
22425,0
34310,0
40564,0
8611,0
44933,0
8576,0
15084,0
60643,0
54839,0
35137,0
27491,0
59720,0
45710,0
38540,0
10943,0
59412,0
29587,0
73669,0
59736,0
42191,0
14333,0
24732,0
13445,0
31711,0
57499,0
63114,0
3606,0
71388,0
35904,0
65273,0
30044,0
32896,1
54831,0
69005,0
63991,1
14671,0
60609,0
45129,0
17343,0
5616,0
11075,0
30866,0
33008,0
53501,0
62389,0
62477,0
35300,0
3957,0
1974,0
53944,0
26447,0
54590,0
9331,0
68909,0
40908,0
44756,0
53600,0
18121,0
59580,0
22021,1
41442,1
15544,0
54968,0
36842,0
57210,0
33834,1
19115,0
61843,0
44642,0
35702,0
34842,0
51882,0
4228,0
69595,0
42365,0
39573,0
8376,0
39532,0
39243,0
49622,0
73336,0
63925,0
5291,0
13597,0
12091,0
58411,1
33510,0
29828,0
5335,0
53512,0
1138,0
25074,0
48907,0
19410,0
17067,0
34553,0
11157,0
34484,0
66551,0
68904,1
33651,0
9780,0
18085,0
7844,0
18881,0
68382,0
25158,0
25409,0
12287,0
4704,0
42164,0
61785,0
30127,0
50840,0
37578,0
72925,0
62810,0
17769,1
59642,0
44567,0
34473,0
24836,0
9354,0
1148,0
5637,0
41628,0
58778,1
22142,0
74748,0
64656,0
23917,0
44607,0
36549,0
52758,1
62360,0
30490,0
24545,0
53796,0
16188,0
73303,0
57134,0
43973,0
44571,0
14145,0
35518,0
74887,0
29692,0
5234,1
19511,0
63385,0
73647,0
33865,0
30041,0
61337,0
1704,0
12084,0
33533,0
10704,1
10865,0
13601,0
17861,0
21504,0
9779,0
40229,0
13625,0
75190,0
66325,0
26837,0
57415,0
45498,0
16582,0
76306,1
25646,0
5857,0
53525,1
65655,0
2474,0
36883,0
18728,0
12220,0
6375,0
56806,0
11069,0
50741,0
76540,0
75386,0
46386,0
73866,0
17397,0
63500,0
53523,0
71570,0
29913,0
15371,0
46677,0
68461,0
11062,0
71376,0
51739,0
10626,0
69151,0
17788,0
48799,0
31595,0
38913,0
31166,1
29877,0
50506,0
62041,0
60292,1
24909,0
25872,0
48355,1
73572,0
12396,0
12599,0
17726,1
28696,0
62420,0
59114,0
12351,0
33068,0
26715,0
46108,0
7037,0
47817,0
48197,0
23838,0
74481,0
36564,0
22886,0
42176,0
53055,0
66276,1
14131,0
32915,0
45357,0
66185,0
37123,0
23461,0
14955,0
5627,0
74233,0
31281,0
40405,0
70794,0
75843,0
20595,0
73070,0
37362,0
63615,0
60581,0
24518,0
35063,0
66320,0
35386,0
24574,0
57548,0
60209,0
25870,0
74773,0
8281,0
41802,0
43636,0
48472,0
30128,0
40922,0
34485,0
62704,0
63932,0
41913,0
5903,1
16500,0
37900,0
45227,0
10809,1
49980,1
13623,0
31566,0
48960,0
39995,0
23857,1
45114,0
74827,0
6885,0
51915,0
39749,0
67627,0
9092,0
35286,0
19215,0
44497,0
66061,0
4967,0
7,1
71271,1
66548,0
57180,0
49555,0
41260,0
54110,0
16368,0
51236,0
68474,0
65056,0
3427,0
18011,0
35692,0
10048,0
30125,0
41159,0
41908,0
23654,0
14473,0
74975,0
14369,0
31643,0
6256,0
61571,0
49403,0
32953,0
74581,0
7178,0
56822,1
52234,0
65960,0
50190,0
72627,1
69118,1
73697,0
27835,0
31991,0
76348,0
50919,0
29612,0
45216,0
23502,0
27339,0
14374,0
7737,0
46481,0
14409,0
45961,0
44441,0
9772,0
4968,0
3748,0
70279,0
56265,0
60023,0
73805,0
69613,0
52503,0
14512,0
52450,0
37605,0
16470,0
70583,0
11792,0
12957,0
44732,0
24529,0
45848,1
70833,0
37309,0
41632,0
2933,0
66459,0
36908,0
4216,0
19811,0
30110,0
28495,0
55053,0
49004,0
2587,0
45886,0
39275,0
34328,0
53470,0
72264,0
62659,0
45807,0
1195,0
51055,0
47644,0
59370,0
7496,0
63145,0
18483,0
68827,0
22332,0
52348,0
47389,1
16140,0
32332,0
59161,0
7332,0
71950,0
61088,0
17946,0
44315,0
29841,0
24060,0
13056,0
30172,0
27771,0
55847,0
16634,0
52368,1
39989,0
6300,0
67626,0
62184,0
7306,0
12184,0
8446,0
3621,0
68550,0
47942,0
71379,0
43104,0
53201,0
9335,1
3566,0
21048,0
53212,1
23261,0
16553,0
19893,0
47436,0
71035,1
32408,0
45560,0
7062,0
31475,1
10305,0
60159,0
31531,0
7344,0
72187,0
58266,0
11272,0
11156,1
3997,0
13167,0
60846,0
4715,0
1184,0
66254,0
13767,0
14226,1
52818,0
29130,0
22672,1
37847,0
71480,0
31202,0
31460,0
157,0
58503,0
33875,0
5600,0
41909,0
51891,0
60890,0
19785,0
63960,1
45557,0
1412,0
69180,0
711,0
46473,0
53339,0
67991,0
33238,0
1870,0
16801,0
75466,0
2848,0
24163,0
9898,0
52803,0
17993,0
46333,0
71260,0
43522,0
48737,0
7183,1
24282,0
7341,0
74117,0
39715,0
35469,0
30441,0
23914,0
56759,0
15035,1
56971,0
6843,0
37606,0
55477,0
64183,0
29125,0
49745,0
65703,0
9689,0
45883,0
37905,0
70551,0
33176,0
44753,1
25391,0
37412,0
22789,0
47731,1
34413,0
38364,0
12648,0
48715,0
41175,0
37464,0
36261,0
3752,0
58481,1
42977,1
51940,0
1477,0
42481,0
62337,0
58261,0
24461,0
58041,0
1511,0
19109,0
9550,0
6416,0
17409,0
68914,0
10126,0
26470,0
75552,0
7839,0
15848,1
43403,0
60800,1
56466,0
271,0
16410,0
54661,1
29831,0
67327,0
39549,0
62701,0
41278,0
58279,0
9272,0
37625,0
26440,1
36598,0
73124,0
44332,0
10730,0
2142,0
64011,0
29964,0
22518,0
44904,0
58581,1
12949,0
75839,1
40385,0
61844,0
22284,0
57197,0
58643,0
67913,0
46860,0
56098,0
63068,0
68861,0
26262,0
10308,0
46149,0
66571,0
72186,0
64013,0
44301,0
25034,0
71230,0
31299,0
2850,0
1405,0
22061,0
76233,0
26777,0
7714,0
46994,1
21350,0
8138,0
68462,0
71273,0
62270,0
51653,0
957,0
15914,0
68824,0
53253,0
35792,0
45447,0
8645,0
50646,0
7930,0
41890,0
52066,0
15416,0
13317,1
26047,0
30406,0
43819,0
35569,0
38261,0
5933,0
32524,0
836,1
50935,0
42601,0
10963,0
41377,0
27468,0
74286,0
3419,0
41129,0
71226,0
15001,1
33005,0
53688,0
41871,0
38073,0
68834,0
39437,0
24770,0
31873,0
14645,0
37363,0
35868,0
59966,0
47505,0
65806,0
15696,1
51518,0
61066,0
64729,0
13511,0
60118,0
22903,0
3356,0
48247,0
51328,0
61009,0
63915,0
71930,0
57587,0
50779,0
37119,0
67692,0
30289,0
23100,0
6833,0
42401,0
34731,0
40428,0
23505,1
5043,0
26148,0
76229,0
76534,0
63254,0
57569,0
15695,0
75747,1
40361,0
1753,0
37541,1
38753,0
64467,0
49067,0
57024,0
8277,0
52603,1
7330,1
66595,0
60099,1
6421,0
3558,0
74182,0
3087,0
49846,0
55100,1
57838,0
11431,0
3494,0
27153,0
45955,0
55433,0
47564,0
40209,0
50127,0
17179,0
24476,0
37897,0
37279,0
14996,0
30331,0
35203,0
54065,0
21698,0
15496,0
33985,0
49992,0
43850,0
1591,0
41383,0
35468,0
34253,0
24776,0
40486,0
57491,0
53716,0
41771,0
48029,0
47333,0
42115,0
28058,0
21063,0
53104,0
50201,0
69185,0
14789,0
23463,1
67323,0
17731,0
382,0
7134,0
60330,0
49714,0
60225,0
31753,0
12924,0
70055,0
40035,0
61773,0
32159,1
59922,0
7934,0
41256,0
18094,0
58699,0
13452,0
30322,0
50457,0
67367,0
49692,0
27829,0
43171,1
10826,0
20299,1
63330,0
54029,0
27564,0
21239,0
33757,0
27699,1
57359,0
48504,1
31235,0
22916,0
23329,0
61915,0
53460,0
6620,0
55357,0
35460,0
46051,0
41563,0
63542,0
22388,0
2397,0
40681,0
39765,0
55270,0
49394,0
22700,0
35676,0
75301,0
20342,0
55171,0
18916,0
16536,0
70273,1
15687,0
69770,0
10618,0
64195,0
5228,0
56110,0
25886,0
32489,0
30224,0
20753,0
4900,0
38816,0
57163,0
52355,0
67191,0
7713,1
22972,0
48664,0
20400,0
10300,1
68805,0
63375,0
31963,1
9090,0
76581,0
13316,0
34432,0
4253,0
31163,0
22913,0
68124,0
720,0
40004,0
27296,0
46470,0
63298,0
45941,0
4917,0
21544,1
918,0
13402,0
27463,0
22065,0
52431,0
2218,0
75784,0
71133,0
66056,0
56894,0
76569,0
73064,0
11109,0
36646,0
55101,0
56127,0
53427,0
52128,0
41096,0
51150,1
73580,0
42734,0
71780,0
42030,0
47293,1
51313,0
74657,1
26787,0
52895,0
48644,1
46344,1
8943,0
20208,0
47932,0
74190,0
15146,0
32507,0
56346,0
64705,1
56483,0
23072,0
64480,0
30272,0
43408,0
32557,0
42186,0
2914,1
30254,1
40743,1
15720,0
40468,0
76575,0
16731,0
13059,0
63053,0
68744,0
22821,0
38389,0
37512,0
3644,0
69821,0
50841,0
39186,0
32396,0
27670,1
37646,0
18047,0
53714,0
60519,0
63246,0
21699,0
33864,0
11012,0
51541,0
18588,0
71328,0
76060,0
21290,0
67717,1
2261,0
52273,0
47438,0
59024,0
43300,0
51272,0
29988,1
2690,0
57185,0
35003,0
44081,0
10536,1
36386,0
67253,0
50899,1
43516,0
24820,0
15994,1
9035,0
68516,0
56268,1
9995,0
16369,0
18203,0
67190,0
12720,0
71497,0
10529,0
43712,0
29048,0
14496,0
32433,1
51543,0
2554,0
62686,0
43330,0
59051,0
25107,0
55720,0
44263,0
52072,0
7095,0
3307,0
455,0
44468,0
45448,0
5851,0
52021,0
2843,1
44801,0
35568,0
7885,0
27298,0
8505,0
37103,0
19291,0
23731,0
47078,0
54745,0
19039,0
57083,0
58062,0
5015,0
23081,0
22693,0
74758,0
64326,0
30996,0
7621,0
8056,0
7855,0
25017,1
67799,0
67819,0
31058,0
33584,0
30646,0
29767,0
18547,0
15726,0
38532,0
74709,0
18354,0
9575,1
70309,0
50585,0
27718,0
65501,0
18306,0
26263,0
59841,0
32188,0
35071,0
60750,0
29015,1
75089,0
14430,0
34825,0
23904,0
29220,1
5100,1
41868,0
7120,0
54963,0
44272,0
64621,0
13557,0
29912,0
54017,0
4537,0
6283,0
42971,0
10604,0
1632,1
50103,0
49193,0
4613,0
20668,0
9726,1
33443,0
26529,0
48350,0
19786,0
83,0
54481,0
29632,0
4573,0
50417,0
51740,0
11483,0
3466,0
5989,0
59574,0
47117,0
12059,0
72747,0
50957,1
10913,0
4077,0
32994,0
46191,0
16661,0
29291,0
27210,0
37469,1
34414,0
46325,0
795,0
13521,0
19924,0
44949,0
32224,0
10677,1
10362,0
43055,0
69002,1
11019,0
56725,0
45576,0
52490,0
17151,0
44957,0
47916,0
2089,0
69028,0
7667,0
58897,0
22224,0
20581,0
12066,0
6650,0
71151,0
37516,0
11824,0
22452,0
71544,0
68876,0
5774,0
29759,0
19179,0
33970,0
31599,0
66236,0
22532,0
70149,0
45137,0
65612,0
31540,0
23143,0
59157,0
74815,0
31014,0
5594,0
43745,1
34030,0
58260,0
64294,0
19566,0
21171,0
3556,0
61429,0
55863,0
63326,0
40108,0
55913,0
74285,1
39261,0
68532,0
66158,0
3440,0
39999,0
74494,0
34397,1
71345,0
32862,1
69479,0
59229,0
46680,0
48969,0
39330,0
16490,0
65388,0
46549,0
36311,0
73905,0
39520,0
75134,0
35459,0
16147,0
22796,0
26635,0
9175,0
46317,0
1385,0
33489,0
32074,0
61404,0
26034,0
47497,0
62737,0
71152,0
62470,0
2464,0
62500,0
23024,0
3228,0
72450,0
38935,0
66142,0
15147,0
30707,0
46738,0
52944,0
47882,0
50175,0
8959,0
11874,0
63586,0
69829,0
73699,1
15716,0
32773,0
41791,0
20685,1
12721,0
38128,0
59552,0
74579,0
43731,0
17305,1
46854,0
46336,0
30847,0
8894,0
21537,0
50456,0
63910,0
4662,0
21081,0
48030,0
47201,0
1857,0
44134,0
47435,0
