,won
16139,0
73069,0
73216,0
69669,0
30109,0
71493,0
27789,0
66601,0
13658,0
6759,0
5830,0
28474,1
72086,1
42443,0
19361,0
27675,0
75775,0
75605,0
50559,0
48464,1
59967,0
5635,0
6987,0
23878,0
4517,1
4920,1
35704,0
12729,0
20481,0
41050,0
17062,0
64849,0
25036,0
74686,1
61854,0
12392,1
4912,0
34668,0
56671,0
37768,0
19818,0
67531,0
2072,0
48283,1
35999,0
17931,0
10921,0
24727,1
17173,0
47410,0
22290,0
16877,0
55919,0
39063,0
12718,0
38166,1
13194,0
31704,0
1960,0
42725,0
27461,0
38342,0
53396,0
59248,0
72707,0
21908,0
10420,0
68167,0
16362,0
75979,0
1798,0
33171,0
57484,0
8462,0
76563,0
23517,0
56259,0
40050,1
3324,0
31916,0
1186,0
25912,0
13136,0
11066,0
22892,0
33909,0
15423,0
11679,0
59481,0
10773,0
39494,1
39045,0
53247,0
23494,0
52027,0
24335,0
52293,0
32369,0
30531,0
38268,0
44470,0
63364,0
75090,0
67867,0
55046,0
11611,0
67291,0
40954,0
36638,1
25272,0
61608,0
30284,0
6942,0
57269,0
62155,0
33115,0
73192,0
28361,0
27373,0
31759,0
8666,0
14040,0
14892,0
4229,1
63012,0
16484,0
33879,0
12293,0
6789,0
72364,0
41974,0
17337,0
9179,0
62305,0
38638,0
62086,0
37607,0
58355,0
68780,0
15005,0
60411,0
15546,0
3772,1
54729,0
4434,0
48670,0
45657,0
27580,0
16263,0
68149,1
72836,0
30999,0
31553,0
63069,0
68533,0
54569,0
75824,0
25745,0
72767,0
26883,0
9301,0
68901,0
11224,0
63279,0
6793,0
47765,0
55231,0
17954,0
33126,1
74633,0
22144,0
28475,0
46851,0
46762,0
73337,0
64143,0
10059,0
12597,0
31488,1
46313,0
8658,0
55572,0
2082,0
53061,0
65681,0
46617,0
17299,0
27478,1
24937,0
65606,0
65654,0
24855,0
71569,0
72646,0
19607,0
46502,0
2764,0
29325,0
26431,0
1519,1
39284,0
27487,0
4160,1
56490,0
73428,0
3776,0
42558,0
39762,0
32105,0
56120,0
18549,0
40373,0
71300,0
24299,0
147,0
31036,0
48654,0
47957,0
10093,0
22460,0
32059,0
45475,0
61651,0
43024,0
39858,1
19428,0
71448,0
72170,0
40177,1
48853,0
50538,0
21924,0
45361,1
21292,0
53431,1
75966,0
48897,0
10180,0
15979,0
56850,0
15648,0
41917,0
56601,0
62887,0
72742,0
46099,0
66124,0
31134,0
10247,0
26595,0
57262,0
64981,0
39626,0
584,0
68477,0
63546,0
30695,0
5472,0
16450,0
76149,0
16558,0
30921,0
69021,0
59282,0
26713,1
73520,0
25533,0
53619,0
73567,0
41857,0
38167,0
11094,0
65599,0
31005,0
20551,0
10213,0
17265,0
18167,0
51659,1
52694,0
43844,0
14038,1
32520,0
17386,1
26482,0
74187,0
67475,0
53471,0
60522,0
39287,0
71685,0
69256,0
61062,0
41952,0
11133,0
43418,1
26860,0
53570,0
63221,0
10768,0
37082,0
40285,0
11140,0
15570,0
23649,0
20401,0
70016,0
76266,0
37442,0
30330,0
24255,1
3395,0
74435,0
69911,0
6365,0
54036,0
43257,0
74672,0
4885,0
6786,1
10216,0
11386,0
39663,0
44072,0
23626,0
594,0
24985,0
42268,0
51062,0
76378,0
73860,0
61848,0
11551,0
55150,0
56234,0
13287,0
21777,0
1859,0
29234,1
30944,0
9028,0
11821,0
30489,0
2482,0
43524,0
47414,0
63710,0
72375,0
25726,0
39054,0
52125,0
5728,0
71771,0
69626,0
29682,1
46444,0
50249,1
46611,0
28759,1
39587,0
74717,0
29408,0
50697,0
31770,0
41414,0
4689,0
19975,0
11014,0
14563,0
70135,0
63608,0
47084,0
34202,0
61782,0
51291,0
14695,0
20763,0
76027,0
4386,0
53734,0
75117,0
70178,0
37105,0
66188,0
40569,0
18073,0
30108,0
4328,0
73128,0
32513,0
3257,0
6617,0
49679,0
9243,0
33911,0
72456,0
27667,0
51705,1
61466,0
50321,0
3367,0
68525,1
6270,0
54598,0
37911,0
21091,0
11802,0
4643,0
65382,0
39713,1
72167,0
59926,0
53191,0
52888,0
19342,0
11406,0
10232,0
16415,0
21853,0
75917,0
63721,0
58010,0
33435,0
50905,0
24908,1
53494,1
4782,0
64501,0
49690,0
15275,0
23110,0
12463,0
66359,0
21379,0
50900,0
2411,0
34087,1
14559,0
61838,0
34615,0
14741,0
1340,0
30762,0
64586,0
75173,0
55471,0
24171,0
22092,0
17791,0
71505,0
59912,0
71671,0
12291,0
34236,0
45969,0
62773,0
34320,0
8225,0
2907,0
23367,0
5471,0
57895,0
388,0
56113,0
23580,0
45562,0
36380,0
26593,0
25016,0
24018,0
61142,0
6616,0
2704,0
5568,0
6145,0
4209,0
46391,0
5771,0
2386,1
29054,0
26532,0
76580,0
53064,0
39238,0
11149,1
30748,0
45486,0
1635,0
11284,0
35075,0
6419,0
39407,0
3247,0
66603,0
67625,1
21731,0
61647,0
76191,0
59277,0
40559,0
35351,0
29933,0
20699,0
8937,0
29724,1
62607,0
50183,0
15209,0
34139,0
2392,0
3210,0
72709,0
36617,0
67328,0
1805,0
51138,0
23193,0
70667,0
51601,0
29633,0
24534,0
71903,0
46552,1
72692,0
13789,0
29785,0
66000,1
67981,0
3245,0
34620,0
673,0
10701,0
76258,0
65031,0
63689,0
14147,0
43635,0
16609,0
14725,0
33658,0
67381,0
23448,0
23618,0
52902,0
68097,0
57935,0
54422,0
53161,0
18694,0
14513,0
30161,0
64970,0
47959,0
10537,0
10812,0
24480,0
5932,0
40022,0
29301,0
71106,0
23561,0
5369,0
35433,0
15957,0
23040,0
32505,0
16848,0
22390,0
58642,0
69666,0
47061,0
11550,0
70429,0
46094,0
62664,0
64842,0
76048,0
69875,0
58697,0
27963,0
15918,0
26184,0
70391,0
8063,0
1822,0
39277,0
45112,0
20046,0
46696,0
69473,0
45982,0
35070,0
3694,0
25079,0
52698,0
26974,0
34933,0
12813,1
66487,0
54139,0
26633,0
30261,0
14984,0
75844,0
32375,0
59369,0
5987,0
12889,0
50786,0
13131,0
22959,0
7278,0
18155,0
45174,0
23257,0
20806,0
19919,0
66570,0
51029,0
43297,0
14571,0
10712,0
69204,0
70799,0
9911,0
6523,0
4143,0
22814,0
75391,0
9188,0
27868,0
13055,0
28601,0
70796,0
40362,0
45792,0
54800,0
29294,0
66574,0
65800,0
27069,0
36363,0
28772,0
51946,0
4149,0
66567,0
37684,0
3647,0
2910,0
29927,0
67462,0
12825,0
70670,0
3923,0
30338,0
62665,0
48223,0
3426,0
55660,0
47050,0
3701,1
58671,0
71449,1
34472,0
65040,0
33119,0
26973,0
28766,0
30870,1
8493,0
75116,0
37597,0
59199,1
50189,0
27050,0
46462,0
67777,0
50324,0
11411,0
1022,0
26782,0
39526,0
72979,0
37834,0
16719,1
13494,0
25403,0
58675,0
8599,0
43001,0
17075,0
7147,0
72784,0
49849,0
5326,0
50502,0
72270,0
66159,0
19165,0
32335,0
36785,0
59537,0
19683,0
75682,0
44577,0
9925,0
6552,0
70313,0
36774,0
75492,0
76017,1
20171,0
13124,0
64900,0
64971,0
11216,0
17141,0
13853,0
34254,0
959,0
68083,0
4156,0
64946,0
24779,0
44849,0
61011,0
12205,0
64203,0
55577,0
63112,0
68218,0
58462,0
13088,0
62386,0
21088,0
8913,0
43138,0
2576,0
56424,0
3072,0
18178,0
60326,0
9577,0
5705,0
73766,0
24987,0
18287,0
7345,0
26083,0
42615,0
2489,0
60440,0
11601,0
64064,0
37470,0
12835,0
13727,0
59763,1
6022,0
23787,0
14995,0
42878,0
12068,0
41991,0
33465,0
17170,0
71535,0
33616,0
15437,0
22116,0
22971,0
2870,1
2006,0
25970,0
57722,0
19266,0
8855,0
33259,1
15861,0
22851,0
58681,0
3691,0
26434,0
32558,0
17391,0
40437,0
15807,0
16813,0
1017,0
58629,0
74977,1
72301,0
37783,0
51624,0
37382,0
46100,0
14701,0
22764,0
50333,0
14596,0
22791,0
1150,0
66365,0
60204,0
64492,0
6269,0
71762,1
45439,0
1764,0
35875,0
13229,0
35119,0
59311,0
76556,0
23705,0
18873,0
19348,0
18788,0
29223,0
52761,0
74891,0
42681,0
38589,0
27707,0
42704,0
51360,0
55483,0
37133,0
7011,0
19684,0
47886,0
34884,0
4135,0
35359,1
75016,0
45650,0
69281,0
47456,0
16239,0
40232,0
47970,0
54257,0
70593,0
36478,0
55996,0
3050,0
31918,1
23125,0
41047,0
63104,1
40088,0
1561,0
27295,0
33667,0
32685,0
8288,0
41722,0
7704,0
16701,0
13762,0
29029,0
27702,0
50180,0
45839,0
44636,0
62359,0
25788,0
43054,0
56805,0
10605,0
70498,1
52570,0
61201,1
23508,0
16445,0
61661,1
32736,0
61660,0
45604,0
45069,0
57728,0
10221,0
31696,0
76442,0
32547,0
64487,0
43705,0
14098,0
29966,0
30719,0
49407,0
15295,0
14474,0
7555,1
55052,0
65725,0
30479,0
12830,0
76112,0
61481,0
74349,0
63659,0
5331,0
62602,0
47432,0
74265,0
17389,0
29976,0
3710,0
28272,0
52008,0
18198,0
15922,0
19096,0
68274,0
21951,0
24096,0
43021,0
69416,0
29480,0
34323,0
8002,0
46849,0
1671,0
22575,0
68723,0
75125,0
16323,0
34353,0
68239,0
50904,0
64328,1
18351,0
18935,0
25209,0
2876,0
41268,0
31,0
22853,0
33783,0
34063,1
20279,0
42628,0
63964,0
479,0
14676,0
54330,0
6326,0
22222,0
31876,0
75842,0
61748,0
15076,1
12204,0
4028,1
61609,0
6750,0
22451,0
14375,0
65400,1
12083,0
43425,0
25582,0
15945,0
20292,0
35092,0
15731,0
17506,0
35208,0
42838,0
34907,0
15694,0
46096,0
61288,0
10888,0
37839,0
38347,0
72803,0
19795,0
38262,0
50310,0
27438,0
47635,0
7879,0
57552,0
51530,0
59374,0
13048,0
16138,0
18585,0
51363,0
11577,0
28266,0
4311,0
50118,0
51386,0
25733,0
13403,0
41156,0
38616,0
2477,0
59193,0
6852,0
51745,0
33711,0
36867,1
28531,0
431,0
17218,0
43476,0
51154,0
19105,0
49400,0
1741,1
26687,0
37932,0
24340,0
42733,0
50264,0
58934,0
58268,0
10375,0
29647,0
58258,0
34308,0
61699,0
51658,0
25763,0
1965,0
19278,0
11220,0
15725,0
43400,0
54365,0
2379,0
76634,0
20464,0
31656,0
17411,0
37283,0
75554,0
33406,0
22164,0
75288,0
32525,0
27662,0
21912,0
8363,0
56985,1
8453,1
24957,0
36066,0
8221,0
59864,0
11984,0
38011,0
19599,0
74433,0
15966,0
70870,0
41537,0
22949,0
24465,0
46913,0
12514,0
13324,0
42393,0
39357,0
56995,0
29867,0
36748,0
9018,0
3418,0
58477,0
16073,0
48955,0
70821,0
26653,0
26455,0
8260,0
50487,0
53065,0
72311,0
39216,0
9724,0
39102,0
4608,0
60246,0
46024,0
75597,1
16070,0
50133,0
39406,0
46555,0
34589,0
30130,0
25414,0
23347,0
47180,0
16068,0
29821,0
10729,0
8009,0
63955,0
43643,0
14721,0
30333,0
47523,0
31456,0
4611,0
29638,0
5290,0
35992,0
65269,0
20776,0
25111,0
1515,0
45717,1
71807,0
48160,0
21262,0
434,0
3609,0
30618,0
42995,0
58428,0
46900,1
59247,1
69805,0
33237,0
25117,0
43019,0
56825,0
69167,0
53945,0
13314,0
47917,0
60025,0
74385,0
22811,0
71135,0
1930,1
47450,0
54148,0
49516,0
9251,0
49063,1
38546,0
58528,0
38315,0
74281,0
49051,0
10566,0
2571,0
50744,1
7831,1
22981,0
52546,0
59547,0
68214,0
17491,0
57737,0
26747,0
28910,0
61659,0
33675,0
59031,0
51031,0
34091,0
71847,1
65758,1
1508,0
8444,0
13733,0
9296,0
19351,0
15445,0
8740,0
53973,0
76311,0
18183,1
69127,0
46628,0
27792,1
70752,0
4858,0
30544,0
44311,0
36051,0
35897,0
29696,0
34303,0
61490,0
22914,0
38258,0
557,0
9687,0
41204,0
59838,0
76511,0
56286,0
43621,0
22943,0
40271,0
36157,0
45950,0
72753,0
42000,0
12088,0
29824,0
73583,0
14569,0
2200,0
16256,0
59835,0
8168,0
37591,0
3437,0
44030,1
47075,0
20958,0
51948,0
62300,0
11467,0
50350,0
17826,0
17935,0
26971,0
25413,0
18854,0
1090,0
70500,0
41495,1
19821,0
43057,0
14372,0
35984,0
53594,1
57930,0
36257,0
23061,0
9548,1
28414,0
61082,0
2004,0
21591,0
65712,0
12007,0
10544,0
71343,0
15768,0
63335,0
37014,0
75791,0
19648,0
24123,0
2981,0
60973,0
8850,0
34555,0
1924,0
67660,1
30770,0
43357,0
13057,0
38500,0
62730,0
33437,0
19894,0
14105,0
18353,0
71127,0
30408,0
74465,0
21073,0
52993,0
71442,0
44467,1
1025,0
8498,0
39055,0
58976,0
23301,0
35520,0
24581,0
38187,0
59389,0
41744,0
57187,0
70936,1
48553,0
63340,0
23686,0
51032,0
36040,0
48467,0
35267,0
5826,1
37322,0
70200,0
4794,0
42596,1
24440,0
1673,0
22574,0
70312,0
16113,0
44535,0
34924,0
8955,0
18088,0
9699,1
29875,0
6673,0
70083,0
36472,0
47780,1
17693,0
61317,0
6322,0
10781,0
51502,1
49414,0
31258,0
46012,0
53794,0
5226,0
35876,0
53073,0
31788,0
47282,0
73173,0
22179,0
17939,0
35429,0
68727,1
49429,0
50694,0
3202,1
56636,0
27188,0
48651,0
24133,0
42581,1
44004,0
40330,0
17071,0
31555,0
65046,0
48473,0
44087,0
59432,1
49866,0
8353,1
40114,0
8776,0
43863,0
43270,0
46616,0
18660,0
8953,0
33247,0
21093,0
21917,0
62727,0
6799,0
37633,0
50781,0
64391,0
51287,0
47506,0
58635,0
58781,0
1496,0
34488,0
7149,0
47209,0
68738,0
7439,0
44420,0
57852,0
64624,0
30694,0
70856,0
52731,0
22242,0
13956,0
27721,0
25894,0
31830,0
43192,0
3987,0
2698,0
49334,0
34958,0
63011,0
21042,0
4021,0
12283,0
37658,0
76612,0
47722,0
34099,0
33861,0
66490,1
2893,0
13730,1
17941,0
55514,0
5896,0
16268,0
36843,0
26686,0
64683,0
42665,0
57481,0
58648,0
18451,1
72422,0
44215,0
67497,0
24129,1
34068,0
67969,0
58952,0
55544,0
44955,0
44690,0
67203,0
69746,0
40227,0
75595,0
22989,0
44070,0
72575,1
47111,0
8397,0
45973,0
23732,0
20885,0
50963,0
55038,0
55777,0
62410,0
27780,0
3397,0
73789,0
35708,0
27268,0
72298,0
12878,0
60891,0
28771,0
39633,0
17216,0
62350,0
46456,0
26140,0
24316,0
59853,1
47525,0
42138,0
6236,0
11925,0
26995,0
38016,0
35995,0
25968,0
64622,1
41060,0
72634,0
74037,0
61634,0
9167,0
62710,0
57976,0
35700,0
4182,0
37305,0
29997,0
37846,0
16530,0
13200,0
69184,0
13981,0
63017,0
1391,0
35753,0
29362,0
23960,0
65756,0
62719,0
39772,0
14884,0
11887,0
29145,0
10892,0
12047,0
9980,0
73896,0
40929,0
1866,0
61549,1
54423,0
20778,0
25585,1
13628,0
62009,0
58463,0
16541,0
59917,0
35347,0
67487,0
14942,0
28664,0
73267,0
55128,0
67769,0
1656,0
43189,0
73266,0
64905,0
14847,0
12612,0
17226,0
76273,0
68796,0
64460,1
42183,0
21535,0
52095,0
63696,0
33573,0
47567,0
54809,0
47965,0
10008,0
56073,0
8349,0
2531,0
47174,0
17132,0
587,0
2177,0
36780,0
34285,0
47291,0
28365,0
14100,0
76255,1
15505,0
23033,0
8442,0
23362,0
52600,0
74154,0
10890,0
23660,0
2184,0
18105,0
41954,0
35285,0
55701,0
26684,0
50119,0
28967,0
26046,0
60191,0
74563,0
35049,0
34679,0
49007,1
18698,0
64402,0
52878,0
18524,0
29407,0
67716,0
72842,0
44719,0
42713,0
7907,0
63687,0
25583,0
52691,0
75346,0
45283,0
47820,0
64134,0
22371,0
997,0
60031,0
56301,0
73727,0
35802,1
65007,0
18318,0
30078,0
33975,0
74552,0
74123,0
26741,0
30539,0
52577,0
68467,0
13265,0
43080,0
70199,0
52771,0
17501,0
651,0
17301,0
44358,0
30651,0
74754,0
4480,0
70835,0
45918,0
67553,0
28063,0
73180,0
65889,0
35918,0
69903,0
12288,0
3643,0
8729,0
57479,0
41514,0
44340,0
26866,0
32921,0
26855,0
4167,0
39479,0
17902,0
68422,0
57843,0
21539,0
43590,0
43944,0
72699,0
50414,0
40885,0
31405,0
69895,0
436,0
24240,0
57480,0
33187,0
27714,1
69104,0
49505,0
44318,0
31535,0
51879,0
29007,0
5546,0
62130,0
18177,0
72773,0
19649,0
14783,0
7323,0
49290,0
38420,0
21265,0
57888,0
13560,0
30267,0
1463,0
12467,0
61338,0
21129,0
6363,0
64010,0
76005,0
66556,0
10558,0
34183,0
8539,0
51818,0
31745,1
65824,0
34321,0
8270,0
68322,0
9773,0
18328,0
58002,0
56484,1
15136,0
19222,0
70884,0
21174,0
73377,0
20339,0
10050,0
14027,0
31051,0
2301,1
39892,0
24881,0
8919,0
5293,0
65813,0
73431,0
1517,0
32230,0
3229,0
31279,0
13385,0
35422,0
23361,0
895,0
39137,0
57416,0
41262,0
8503,0
35873,0
60094,0
57720,0
71785,0
67616,0
61193,0
8458,0
35567,1
70940,0
40509,0
18327,0
41854,0
13397,0
27740,0
69833,0
10625,0
32816,0
59743,0
11204,0
33468,0
46151,0
37579,0
20403,0
4508,0
40047,0
1264,0
69460,0
76344,0
59791,1
31980,0
37899,1
662,0
53567,0
37992,0
48118,0
2890,0
71503,0
13274,0
7619,0
34116,0
71440,0
21219,0
728,0
59238,0
65559,0
1091,0
17208,0
3730,1
34494,1
49261,0
3331,0
53094,0
32397,0
49298,0
18661,0
41962,0
5999,0
24958,0
61652,0
44580,0
20591,0
3869,0
25123,0
32414,0
36933,0
59405,0
32240,0
15155,0
20804,0
70961,0
72768,0
45254,0
31174,0
23084,0
11076,0
12227,0
44025,0
4707,0
55768,0
43977,0
47119,0
18419,0
64657,0
16457,0
72513,0
71265,0
71833,0
38639,0
4043,0
21034,0
12050,0
26776,0
17349,0
27314,0
6406,0
47030,0
32389,0
6884,0
9497,0
39718,0
34324,0
34848,0
1752,0
6646,0
27579,0
70019,0
62044,0
54689,0
25761,0
68636,0
6203,1
48916,0
37520,0
63466,0
44893,1
56357,0
23441,0
42135,0
7325,0
1333,0
63879,0
12357,0
55133,0
53420,0
12850,0
12023,0
42159,0
37241,0
57440,0
47155,1
20588,0
49753,0
38688,1
46607,0
56064,0
60565,0
38814,0
32590,0
27655,0
13129,0
35631,0
71453,0
22291,0
65449,0
1750,0
62732,0
47908,0
45619,0
43581,0
44895,0
39755,0
10181,0
66546,0
62426,0
19596,0
41217,0
708,0
59034,0
68658,0
62472,0
17745,0
56114,0
64256,0
57026,0
71454,0
53187,0
63177,0
67798,0
44776,1
55376,0
51816,1
35448,0
55686,0
55515,0
48723,0
15081,0
3025,1
75913,0
46319,0
43507,0
26132,0
61624,0
26989,0
75634,0
69767,0
58646,0
48262,0
63562,0
34369,0
19027,0
19674,0
36306,0
25713,0
72109,0
22377,0
53096,0
59865,0
22227,0
1566,0
36365,0
15374,0
22448,0
18452,0
67864,0
18480,1
11584,0
19536,0
26711,0
68088,0
21949,0
60202,0
797,0
18180,0
70338,0
52702,0
57214,0
67365,0
21285,0
26592,0
69622,0
65360,0
62067,0
53401,0
13807,0
71030,0
2792,0
22111,0
67537,0
10146,0
59232,0
8224,0
74135,0
54737,0
19922,0
7142,0
16657,0
13662,0
63317,0
11255,0
25589,0
30508,0
26000,0
33482,1
47454,0
3497,0
1487,0
44739,0
65968,1
3713,0
14458,0
40953,1
37993,0
73000,0
21454,0
13982,0
7299,0
51654,0
2255,0
65540,0
21450,0
48171,0
2807,0
6931,0
55975,0
36885,0
74568,0
9300,0
71501,0
70247,0
58724,0
9056,0
5055,0
12548,1
18112,0
74356,0
43043,0
44508,0
21430,0
58488,0
43938,0
13267,0
8395,0
68163,1
44314,0
74942,1
41158,0
20918,0
7063,1
39530,0
53683,0
9975,0
10228,0
41718,1
64188,0
24911,0
38746,0
71490,1
684,0
40665,0
55916,0
10619,0
29977,0
72752,0
5541,0
9038,0
14076,1
34214,0
6279,0
63990,0
7520,0
60943,0
64974,0
25376,0
41500,0
47958,0
27387,0
3152,0
62379,0
73795,0
65317,0
20943,0
51874,0
29631,0
54455,0
40,0
34478,0
10125,0
29123,0
70767,0
46508,0
41117,1
51152,0
74107,0
69538,0
38846,0
13280,0
32817,0
8951,0
11986,0
47879,0
24380,0
53308,0
48010,0
18050,0
52011,0
54328,0
53488,0
41009,1
38222,1
57240,0
10633,0
11460,0
49754,0
41281,0
40925,0
69906,0
75778,0
56726,0
12320,0
35570,0
10256,0
68210,0
58872,0
54666,0
22387,0
76247,0
27033,0
32583,1
24701,0
72413,0
12881,0
50738,0
54448,1
61422,0
9682,0
62147,1
24522,0
48582,0
1468,0
75194,0
10193,0
26141,0
33527,0
39738,0
24878,0
42444,0
60590,1
64435,0
9234,0
28949,0
70141,0
67476,0
50552,0
24132,0
12232,1
31998,0
14367,0
74828,1
54526,0
53291,0
31651,0
68091,0
48067,0
38197,0
73430,0
8448,0
39048,0
19230,0
69050,0
26887,0
22526,0
6568,0
27396,1
73712,0
75829,0
6274,0
48730,0
8759,0
61917,0
6382,0
18849,0
5693,0
73181,0
63386,0
48035,0
45449,0
6272,0
70490,0
67528,0
50314,0
57306,0
31290,0
47625,0
73709,0
796,0
59473,0
24875,1
14893,0
41177,0
31930,1
47148,0
37835,0
26149,0
13970,0
21849,0
53443,0
75203,0
6715,0
74680,0
41902,1
40469,0
40414,0
70966,0
70654,0
20022,0
52189,1
31557,0
12087,0
38373,0
75602,0
20145,0
23830,0
45915,0
11314,0
16612,0
73929,0
11034,0
26891,0
45491,0
35801,0
24570,0
31701,0
66313,0
23942,0
60686,0
71043,0
25795,0
65597,0
61116,0
19496,0
70307,0
51517,0
39863,0
50272,0
49313,0
50411,0
69179,0
14712,0
14898,0
1397,0
55172,0
19678,1
44779,0
2869,0
43334,0
3879,0
32108,0
68287,0
20691,0
14127,0
17415,0
13234,0
22808,0
62948,0
2712,0
33974,0
19646,0
73516,0
59866,0
20880,0
1274,0
25800,0
61991,0
51536,0
3493,1
20017,0
18329,0
4212,0
14263,0
1551,0
58992,0
21597,0
54873,0
42488,0
58786,0
74859,0
17452,1
37006,0
43530,0
36687,0
8708,0
20232,0
63606,0
72698,0
6567,0
63607,0
14339,0
4502,0
73246,0
12498,0
73504,0
44677,0
48296,0
25133,0
69153,0
56099,0
23843,0
40664,0
2095,0
63785,0
3496,0
66249,1
37099,0
8791,0
13367,0
45160,0
67917,1
41438,0
45517,0
2737,0
74470,1
28208,0
3390,0
14048,0
17573,0
64952,0
24142,0
48575,0
57241,0
35062,0
69853,0
39548,0
60957,0
73335,0
68828,0
11387,0
7222,0
59231,0
71187,0
55153,0
62479,0
16805,0
37223,0
53310,0
34362,0
40183,0
41539,0
34179,0
25876,0
3729,0
65820,0
65312,0
48321,0
64254,1
72184,0
45271,0
43553,0
11215,0
60972,0
64117,0
64433,1
52193,0
52353,0
67550,0
65278,1
22287,0
53190,0
62384,0
1858,0
14647,0
42301,0
2899,0
23929,0
65580,0
12282,0
42973,0
27525,0
59278,0
31597,0
62863,0
45092,0
41446,0
54444,0
58478,0
56828,0
14944,0
38220,0
50641,0
74575,0
57380,0
55687,0
70251,1
35945,0
21926,0
32268,1
61990,0
18965,0
18159,0
16507,0
33462,0
23657,0
13308,0
4971,0
33872,1
55799,0
54531,0
28290,0
21121,0
5249,0
28754,0
1253,0
59059,0
16654,0
50197,0
50408,1
53105,0
38068,1
12314,0
61048,0
28633,0
38942,0
39711,0
7353,0
40556,0
40979,0
41562,0
6064,0
53350,0
60309,0
42829,0
34818,0
29241,0
16452,0
72191,0
31264,0
49560,0
39266,0
37189,0
69581,0
46394,0
60563,0
9241,0
30159,0
31465,0
21075,0
38170,0
47527,0
36781,0
26998,0
57560,1
883,0
47887,0
42719,0
38592,0
42130,0
64965,0
46390,0
33694,0
69318,0
67908,0
49782,0
4252,0
52142,1
55346,0
6237,1
4132,0
45256,0
54419,0
71850,0
61574,0
67526,1
2164,0
65842,0
72289,0
7852,0
3537,0
53634,0
58042,0
25473,0
34301,0
27291,0
46700,0
4433,0
19638,0
59304,0
4664,0
54361,1
68237,0
35715,0
215,0
71595,0
63690,0
69024,0
62002,0
36061,0
41013,0
14405,0
14123,0
73921,0
16196,0
1122,0
73742,0
21490,0
51161,0
25226,0
41424,1
31606,0
25407,0
2625,0
24466,0
11375,0
49706,0
58339,0
39575,0
27741,1
38080,0
67568,0
35514,0
7512,0
3979,0
70879,0
24915,0
17339,0
35534,0
70263,0
75380,0
950,0
12290,0
41763,0
65640,0
70587,0
2692,1
11585,0
57746,0
69350,0
73254,0
52288,1
41431,0
6040,0
55665,0
70745,0
72169,0
4570,0
48569,0
48880,0
24381,0
59029,0
22019,0
8683,0
63679,0
8716,0
39126,0
4158,0
22515,0
25911,0
60875,0
16240,0
1580,0
3995,1
15217,0
28751,0
47502,0
34618,1
45205,0
52208,0
27406,0
59775,0
67372,0
17493,0
42791,0
39977,0
66310,0
76515,0
73550,0
2076,0
22363,0
35094,1
3317,0
5204,1
56730,0
50929,1
41853,0
26611,0
63600,0
25642,1
4855,1
61052,1
37915,0
2961,0
32877,0
6102,0
42575,0
17117,0
66587,0
34067,0
30922,0
17115,0
37029,0
72529,0
15627,0
23777,0
8065,0
5560,0
9332,0
55227,0
56292,0
25137,1
31414,0
6726,0
35352,1
6253,0
68645,0
69533,0
26829,0
70394,0
6727,0
10557,0
25466,1
21178,0
52612,0
6077,0
14495,0
62000,0
51258,0
65615,0
45501,0
18307,1
14849,0
60435,0
70150,0
39533,0
50877,0
42614,0
56860,0
40105,0
68142,0
50383,1
36271,0
25755,0
47729,0
59398,0
70319,0
45826,0
45575,0
1381,0
53825,0
67202,0
8652,0
11765,0
40476,0
56202,0
35892,1
36935,0
69857,0
8362,0
19958,0
33674,0
8463,0
21758,0
39267,0
11703,0
52661,0
9370,0
57748,0
35435,0
2724,0
43036,0
10567,0
14767,0
35428,1
74935,0
22094,0
70203,0
33731,0
74632,0
15498,0
41161,0
56687,0
53699,0
72782,0
3312,0
31888,0
63388,1
15805,0
17064,0
21701,0
38447,0
65498,0
52652,0
70996,0
56891,0
57983,0
48792,1
66455,0
46604,0
7589,0
68073,0
48125,0
37146,0
62600,0
40412,0
64949,0
11793,0
58253,0
52501,0
17211,0
6169,1
33575,0
26856,0
40748,0
47399,0
3785,0
74679,0
75909,0
41850,0
54310,0
15439,0
68188,0
30566,0
46239,0
70793,0
68353,0
28275,0
60464,0
64978,0
54587,0
1755,0
11790,0
2537,0
36469,0
21484,0
54848,0
11318,0
36320,0
64686,0
3341,0
46928,0
38997,0
12940,0
25128,0
42483,0
39451,1
60114,0
67970,0
38027,0
36730,0
66452,0
12739,0
24470,0
58698,0
28977,0
25420,0
68071,1
12775,1
71257,0
16246,0
38190,1
64623,0
49213,0
45156,0
27781,0
64405,0
63402,0
58504,0
16179,0
30751,0
704,0
60733,0
65828,0
67658,0
40835,0
37909,0
63255,0
17798,1
30769,0
55134,0
70816,0
33868,0
16482,0
12906,0
20686,0
34619,0
34931,0
57385,0
14732,0
74718,0
70434,0
21076,0
24531,0
54716,0
61548,0
60272,0
21046,0
48681,0
18934,0
24713,0
27870,0
55849,0
63669,0
1811,0
53601,0
8030,0
24455,0
39570,0
52451,0
15710,0
56411,0
35725,1
31960,0
57788,0
5818,0
53006,0
674,0
13198,0
42772,0
26125,0
17737,1
19816,0
39438,0
75196,0
4199,0
22297,1
27265,0
29010,0
39514,0
53256,0
17571,0
73453,0
5203,0
13420,0
38025,0
12904,0
11610,0
71536,1
16032,0
48649,0
38626,0
69459,0
14561,0
23288,0
12164,1
56377,0
41101,0
12948,0
8516,0
1015,0
